# SPDX-License-Identifier: CC-BY-4.0
doc_id	title	authors	abstract	fields_of_study	doi_or_url	license
130	Interplay of structural and electronic properties and their impact on thin films of metal-free organic radicals	apl. Prof. Maria Benedetta Casu; Prof. Dr. Rajca; Dr. N. Crivillers; Dr. A. Calzolari	The project and its extension concentrate on radical thin films. I have identified and refined the growth protocols for various radicals and multi-radicals, enabling their evaporation while preserving their radical nature. Additionally, I have explored the influence of different functional groups on thin film properties. By using primarily X-ray-based techniques, including at synchrotron facilities, I have linked structural, electronic, and magnetic properties. Furthermore, I have focused on evaluating film stability and conducted X-ray magnetic circular dichroism investigations, revealing the interplay between structure and magnetic behavior in radical thin films.	Physical Chemistry; Materials Science; Energy; Theoretical and Computational Chemistry; Nanoscience	https://doi.org/10.26434/chemrxiv-2025-zjxth	CC BY 4.0
131	Ion Sensing based on Frequency-Dependent Physico-Chemical Processes at Electrode/Electrolyte Interfaces	Amir Mohseni Armaki; Yaqi Guo; Majid Ahmadi; Roan Streefland; Patrick S. Bäuerlein; Arjan Mol; Siddhant Kumar; Peyman Taheri	Ions are fundamental to solid-liquid-phase processes, whether as essential components or contaminants, making precise and real-time monitoring necessary. Electrochemical sensors have been identified as promising tools, particularly for field-deployable applications. However, conventional electrochemical sensing is inherently restricted to species that participate in redox reactions and are often single use, limiting its scope. In this study, electrochemical impedance spectroscopy (EIS) is presented as a promising alternative for ion detection, utilizing physico-chemical interactions at the electrode/electrolyte interface. A first-principles model was developed to describe the impedance behavior of electrochemical interfaces, demonstrating how ion-specific interfacial processes influence electrochemical response. Based on this framework, an extensive EIS dataset was compiled, and an AI-assisted model was trained to predict electrolyte composition with high accuracy, achieving detection limits in the parts-per-billion (ppb) range. The findings indicate that EIS has significant potential as a complementary method for ion sensing, providing a novel perspective on selectivity and sensitivity beyond traditional electrochemical approaches. It is anticipated that this work will serve as a foundation for more advanced models of impedance behavior and EIS interpretation, as well as for the development of next-generation impedance-based sensors with broader applicability in complex environments, including biological fluids and industrial liquids.	Materials Science; Analytical Chemistry; Physical Chemistry; Biological and Medicinal Chemistry; Nanoscience	https://doi.org/10.26434/chemrxiv-2025-mcm8g	CC BY 4.0
132	JOYCE3.0: A General Protocol for the Specific Parameterization of Accurate Intramolecular Quantum Mechanically Derived Force-Fields	Samuele Giannini; Pablo M. Martinez; Abderrahmane Semmeq; J. Pablo Galvez; Anna Piras; Alessandro Landi; Daniele Padula; J.G. Vilhena; Javier Cerezo; Giacomo Prampolini	While the intrinsically multi-scale nature of most advanced materials necessitates the use of cost-effective computational models based on classical physics, a reliable description of the structure and dynamics of their components often requires a quantum-mechanical treatment. In this work, we present JOYCE3.0, a software package for the parameterization of accurate, quantum-mechanically derived force-fields (QMD-FFs). Since its original release, the code has been extensively automated and expanded, with all novel implementations thoroughly discussed. To illustrate its general applicability, QMD-FFs are parameterized for seven benchmark cases, encompassing molecules with diverse structure and properties. These range from exotic stiff scaffolds, flexible polymeric chains, and polyenes of biological interest to transition-metal complexes. On the one hand, JOYCE3.0 FFs consistently outperform available general purpose descriptions, achieving excellent agreement with higher-level theoretical methods or available experimental validation data. On the other hand, the remarkable accuracy found in the description of the molecular structures extends to electronic excited states, enabling the integration of the JOYCE3.0 QMD-FFs into multi-level protocols aimed at reliably predicting selected properties and spectral lineshapes in advanced optoelectronic materials. The high quality of the results — spanning molecular structures, condensed-phase properties, and spectroscopic features — combined with the enhanced interface with popular quantum-mechanical codes and molecular dynamics engines, as well as its applicability to chemically diverse species, strongly suggests that JOYCE3.0 could play a pivotal role in the rational design of functionalized materials and heterogeneous systems.	Theoretical and Computational Chemistry; Materials Science; Organometallic Chemistry; Physical Chemistry	https://doi.org/10.26434/chemrxiv-2025-2f149	CC BY 4.0
133	Kinetic selectivity in metal-organic framework chemical sensors	Aleksander Matavž; Margot F. K. Verstreken; Leen Boullart; Max L. Tietze; Masaya Sugihara; Lars Heinke; Rob Ameloot	Selective detection of specific volatile organic compounds (VOCs) is crucial for health, safety, and environmental applications, but current sensors suffer from poor selectivity and struggle to measure specific VOCs in the presence of interfering compounds and water vapor. To address this issue, we introduce the kinetic selectivity achievable in nanoporous crystals, specifically metal-organic frameworks (MOFs), into the domain of chemical sensors. In well-selected MOFs, similar molecules can have diffusivities that differ by orders of magnitude. Measuring these diffusivity values is challenging since conventional methods based on rapid changes in atmosphere composition cannot be used in a sensing context. A novel temperature-perturbation method was developed for thin-film capacitive sensors with a MOF dielectric layer to enable diffusivity measurements in a fixed atmosphere. Our approach enabled a single sensor to differentiate and quantify VOCs at ppm concentrations, even in mixtures containing high water vapor concentrations, outperforming a state-of-the-art ten-element sensor array.	Analytical Chemistry; Materials Science; Organometallic Chemistry; Physical Chemistry; Nanoscience; Catalysis	https://doi.org/10.26434/chemrxiv-2025-475td	CC BY 4.0
134	Large Thermo-Optic Blue Shift in a Silicon Micro-ring Resonator using Fe/Co Bistable Molecule	Sujit Kamilya; Aneesh Dash; Viphretuo Mere; Ashutosh Mohanty; Shankar Kumar Selvaraja; Akshay Naik; Abhishake Mondal	Phase change materials (PCMs) with distinct optical properties at different phases are promising candidates for programmable photonics, optical communication and photonic computing. In this work, we have studied thermo-optic effect in a PCM-based integrated photonic device comprising a film of bistable [Fe$_2$Co$_2$] molecular square complex of Prussian Blue Analogue deposited on an on-chip silicon slot waveguide micro-ring resonator. Herein, we are reporting a large thermo-optic blue-shift of 200 pm/K corresponding to a thermo-optic coefficient of $-0.4$ RIU/K at room temperature, which is an order of magnitude larger than conventional photonic materials. The thermo-optic coefficient can be thermally tuned to zero at the phase-transition temperature of the bistable molecule.	Materials Science; Physical Chemistry; Nanoscience	https://doi.org/10.26434/chemrxiv-2025-8l031	CC BY 4.0
135	Quaternary biopesticides and disinfectants derived from quinine and amino acids – environmental prospects and risks	Tomasz Rzemieniecki; Krzysztof Juś; Tomasz Klejdysz; Daniela Gwiazdowska	The numerous risks associated with the toxicity of conventional quaternary ammonium salts (QASs) to various groups of living organisms have prompted the search for new, safer biologically active compounds synthesized in a sustainable manner from renewable raw materials. Here, we describe new QASs of natural origin containing quinine-based cation and anions derived from proteinogenic amino acids – L-asparagine and L-alanine. The quinine-derived QASs were thoroughly characterized in terms of correctness of chemical structure, physicochemical properties, and biological activity. It was discovered that due to quinine activity, the new salts exhibit strong antifeedant activity toward stored products pests, and in the case of elongation of the alkyl substituent in the 1-alkylquininium cation, they also become potent disinfectants. The performed analyses also allowed to assess the environmental risk by determining toxicity to monocotyledonous (Sorghum bicolor) and dicotyledonous (Sinapis alba) terrestrial plants, freshwater algae (Chlorella vulgaris) and crustaceans (Daphnia magna) at various concentrations of the test substance. None of the QASs of natural origin showed phytotoxicity, and salts containing short alkyl substituents in quinine-based cations were noticeably less toxic to aquatic organisms than the other tested compounds. The results indicate that although a trade-off between antimicrobial activity and aquatic toxicity must be made when designing new quinine-based antiseptics, it is possible to obtain potent, naturally-derived and relatively low-toxic biopesticides based on quinine and amino acids.	Biological and Medicinal Chemistry; Agriculture and Food Chemistry; Chemical Engineering and Industrial Chemistry	https://doi.org/10.26434/chemrxiv-2024-h5hbb-v2	CC BY 4.0
136	Reaction Network of CO₂ Hydrogenation into C₁-₂ Oxygenates and Its BEP Relationships	Mikhail V. Polynski; Sergey M. Kozlov	Despite many efforts to steer CO₂ hydrogenation for the synthesis of valuable chemicals, its mechanistic intricacies remain poorly understood, complicating industrial applications. In this work, we apply a novel ansatz, allowing us to construct simplified catalytic reaction networks and account for the realistic active sites on transition metal nanoparticles to analyze CO₂ hydrogenation on Cu and Pd. Moreover, we present Brønsted-Evans-Polanyi relationships tailored to transition state characteristics, enabling further machine learning-driven exploration of CO₂ hydrogenation on transition metal-based catalysts and deepening our understanding of the underlying mechanism. By assessing the kinetic viability of various reaction pathways, we highlight the outstanding properties of Cu in the catalysis of various hydrogenation and C–C coupling steps in the CO₂ hydrogenation network. Our theoretical framework addresses the intrinsic complexities of CO₂ hydrogenation, advancing our understanding of its mechanism and guiding rational catalyst design studies.	Chemical Engineering and Industrial Chemistry; Physical Chemistry; Theoretical and Computational Chemistry; Catalysis	https://doi.org/10.26434/chemrxiv-2025-pxps4-v2	CC BY 4.0
137	Realizing the magneto-structural correlation of a highly anisotropic Fe(III) porphyrin complex through ab-initio approaches	Mayurika Das; Sujit Kamilya; Subhankar Mandal; Sher Singh Meena; Jiri Pechousek; Radovan Herchel; Abhishake Mondal	A mononuclear pentacoordinate Fe(III)-porphyrin-NCS complex has been synthesized and characterized by single-crystal X-ray diffraction, magnetic, electrochemical, spectroscopic, and theoretical studies. Single crystal X-ray diffraction studies show a planar porphyrin moiety with an axial NCS coordinated to the Fe(III) centre. Electrochemical and spectroelectrochemical studies in solution depict clear changes in the system during oxidation and reduction processes. Mössbauer spectroscopic analysis at different temperatures also supported the observation of a high-spin state of the Fe(III)-porphyrin complex that was further backed by DFT calculations. Attempts to understand the origin of high magnetic anisotropy in the ground state as determined by DC magnetic measurements was undertaken by detailed CASSCF/QD-NEVPT2 calculations.	Inorganic Chemistry; Physical Chemistry; Materials Science; Theoretical and Computational Chemistry	https://doi.org/10.26434/chemrxiv-2025-lwh8m	CC BY 4.0
138	Recent advances in stimuli-responsive framework materials: understanding their response and searching for materials with targeted behavior	François-Xavier Coudert	Although all molecular assemblies show some degree of flexibility, the past decade has shown that there is a higher propensity among framework materials to display large-scale dynamic behavior. Beyond the seminal discoveries of the important flexibility of metal–organic frameworks (MOFs), covalent organic frameworks (COFs), hydrogen-bonded organic frameworks (HOFs) or supramolecular organic frameworks (SOFs), and many other framework materials, the field has progressed rapidly: the number of known flexible materials is ever growing, and the diversity of the types of manifestation of this flexibility appears endless. In addition, the microscopic mechanism of their behavior has been studied using a growing combination of experimental characterization techniques, in situ and in operando measurements, as well as computational simulation methods. In this Review, we present some of the significant advances in recent studies of stimuli-responsive framework materials. In particular, we highlight the novel responses that have been discovered in the past few years and the toolbox developed by researchers in the field to better understand the materials’ behavior (both experimentally and computationally). We also show some of the latest progress in the discovery of materials with targeted behavior, whether through de novo design or identification of known materials for new properties — similar to what is known in the field of drug discovery as repurposing.	Materials Science; Physical Chemistry; Theoretical and Computational Chemistry	https://doi.org/10.26434/chemrxiv-2025-gdx77-v3	CC BY 4.0
139	Recent advances in stimuli-responsive framework materials: understanding their response and searching for materials with targeted behavior	François-Xavier Coudert	Although all molecular assemblies show some degree of flexibility, the past decade has shown that there is a higher propensity among framework materials to display large-scale dynamic behavior. Beyond the seminal discoveries of the important flexibility of metal–organic frameworks (MOFs), covalent organic frameworks (COFs), hydrogen-bonded organic frameworks (HOFs) or supramolecular organic frameworks (SOFs), and many other framework materials, the field has progressed rapidly: the number of known flexible materials is ever growing, and the diversity of the types of manifestation of this flexibility appears endless. In addition, the microscopic mechanism of their behavior has been studied using a growing combination of experimental characterization techniques, in situ and in operando measurements, as well as computational simulation methods. In this Review, we present some of the significant advances in recent studies of stimuli-responsive framework materials. In particular, we highlight the novel responses that have been discovered in the past few years and the toolbox developed by researchers in the field to better understand the materials’ behavior (both experimentally and computationally). We also show some of the latest progress in the discovery of materials with targeted behavior, whether through de novo design or identification of known materials for new properties — similar to what is known in the field of drug discovery as repurposing.	Materials Science; Physical Chemistry; Theoretical and Computational Chemistry	https://doi.org/10.26434/chemrxiv-2025-gdx77-v3	CC BY 4.0
140	Reducing the Toxicity of Heavy Metals	ABDUL BASIT; Muhammad Yasin	Water pollution due to heavy metals is a global threat affecting human health and the environment. This study focuses on reducing the toxicity of heavy metals in contaminated water used for irrigation. Various plant-based absorbents and activated carbon were utilized to adsorb heavy metals, thereby reducing their concentration. Results showed the effectiveness of these materials in reducing heavy metal levels.	Materials Science	https://doi.org/10.26434/chemrxiv-2024-04wxj-v2	CC BY 4.0
141	Removal of Phenol derivatives from water systems with the use of silver nanoparticles	VARUN MALI	Phenolic compounds and their derivatives represent a significant concern within the realm of water pollution, due to their pronounced toxicity, environmental persistence, and extensive utilization across industrial sectors. These pollutants emanate from a multitude of sources, including petrochemical industries, pharmaceutical production, and the manufacture of pesticides, thereby posing considerable threats to both aquatic ecosystems and human health. Conventional water treatment methodologies, encompassing biological degradation, adsorption, and chemical oxidation, frequently fall short in achieving complete elimination of these contaminants or may inadvertently generate secondary pollutants, thereby underscoring the need for the formulation of alternative treatments that are more effective and sustainable. Silver nanoparticles (AgNPs) have been recognized as an innovative material for the remediation of phenol and its derivatives, because of their high surface area, remarkable catalytic efficacy, and pronounced adsorption properties. The distinctive characteristics of AgNPs facilitate the efficient degradation and transformation of phenolic compounds through mechanisms such as adsorption, photocatalysis, and catalytic degradation redox reactions. Furthermore, the functionalization of AgNPs with stabilizing agents enhances their stability, selectivity, and reusability, thereby rendering them as a viable option for water purification. This article critically reviews recent progress in AgNP-based purification of waterbodies by removing phenols. Notable findings indicate that AgNPs substantially augment the rates of phenol degradation, with variables such as nanoparticle size, surface modifications, and prevailing environmental conditions playing pivotal roles in their operational efficiency. Nevertheless, challenges pertaining to nanoparticle aggregation, potential environmental toxicity, and the feasibility of large-scale application require further exploration. Future research should prioritize eco-friendly synthesis or green synthesis methodologies, enhanced recovery techniques, and the mitigation of potential risks linked to nanoparticle discharge.	Analytical Chemistry; Chemical Engineering and Industrial Chemistry; Materials Science; Catalysis; Nanoscience	https://doi.org/10.26434/chemrxiv-2025-gzq66	CC BY 4.0
142	Repurposing Polymeric Waste from the Textile Industry for Sustainable Biodegradable Composites: Challenges and Opportunities	Nallarajah Jerusha Evangeline	The textile industry generates significant amounts of polymeric waste, primarily from synthetic fibers like polyester and nylon, which are non-biodegradable and contribute to environmental pollution. This review explores the potential of repurposing textile polymeric waste into sustainable biodegradable composites, offering a promising solution to reduce waste and address environmental concerns. Biodegradable composites, made by recycling textile waste, can replace conventional non-biodegradable materials in industries such as construction, automotive, and packaging. This paper discusses the various methods for repurposing polymeric waste, including mechanical, chemical, and biological recycling techniques. It also examines the challenges involved in converting textile waste into high-quality biodegradable composites, such as issues with material properties, processing difficulties, and cost-effectiveness. The review highlights the opportunities for integrating this waste into a circular economy, with a focus on environmental benefits, economic potential, and future research directions.	Polymer Science; Materials Science	https://doi.org/10.26434/chemrxiv-2025-2mc0h	CC BY 4.0
143	Revealing Two Distinct Molecular Binding Modes in Polyethyleneimine-DNA Polyplexes using Infrared Spectroscopy	Rusul Mustafa; Danielle Diorio; Madeline Harper; David Punihaole	In this study, we use infrared spectroscopy to investigate the molecular binding modes of DNA with linear and branched polyethyleneimine (LPEI and BPEI). PEI-based polymers are widely studied as non-viral gene delivery vectors, but their low transfection efficiency limits their clinical success. Our findings reveal that LPEI and BPEI exhibit two distinct molecular binding modes, which influence DNA condensation. Identifying these unique interactions provides critical insights into polymer complexation mechanisms to nucleic acids that can guide the rational design of more efficient and versatile PEI-based gene delivery systems.	Polymer Science; Materials Science; Biological and Medicinal Chemistry; Theoretical and Computational Chemistry	https://doi.org/10.26434/chemrxiv-2025-x0bv0	CC BY 4.0
144	RIGR: Resonance Invariant Graph Representation for Molecular Property Prediction	Akshat Shirish Zalte; Hao-Wei Pang; Anna Doner; William H. Green	Graph neural networks, which rely on Lewis structure representations, have emerged as a powerful tool for predicting molecular and reaction properties. However, a key limitation arises with molecules exhibiting resonance, where multiple valid Lewis structures represent the same species. This causes inconsistent predictions for the same molecule based on the chosen resonance form in common property prediction frameworks like Chemprop, which implements a directed message-passing neural network (D-MPNN) architecture on the input molecular graph. To address this issue of resonance variance, we introduce the Resonance Invariant Graph Representation (RIGR) of molecules that ensures, by construction, that all resonance structures are mapped to a single representation, eliminating the need to choose from or generate multiple resonance structures. Implemented with the D-MPNN architecture, RIGR is evaluated on a large dataset with resonance-exhibiting radicals and closed-shell molecules, comparing it against the Chemprop featurizer. Using 60% fewer features, RIGR demonstrates comparable or superior prediction performance. Alternative approaches, such as data augmentation with resonance forms, are assessed, and their limitations are explored. Available open-source as an optional featurization scheme in Chemprop, RIGR is benchmarked across a wide range of property prediction tasks, showcasing its potential as a general graph featurizer beyond resonance handling.	Chemical Engineering and Industrial Chemistry; Theoretical and Computational Chemistry	https://doi.org/10.26434/chemrxiv-2025-qgfxp	CC BY 4.0
145	Rivers at Risk: A Comprehensive Review of Human-Induced Pollution and Its Seasonal Variation	Mitasha Kaushik; Manish Sharma	The worldwide deficiency of clean water is common for both developed and developing countries. Current time reports claims, Municipal solid waste from India estimated to contribute 10% waste leakage to world’s rivers till 2020, according to study. Future scenarios where population growth is high, but urbanization slow, India and China will face great leakage into rivers due to rural population close to water courses throughout 2025. A little over half of India’s 603 rivers were found to be polluted by the Central Pollution Control Board in 2022. This same issue stretches out to districts inside nations, like the Indian territory of Uttarakhand, known for its perfect climate however presently confronting extreme water quality issues. The proposed review utilizing multivariate factual procedures viewed that as 90% of water samples from Doon were contaminated. Rising populations, industrialization, and urbanization have expanded the interest for clean water, strengthening this emergency. This review study broke down river water quality in Uttarakhand across various seasons — summer, winter, and monsoon. The outcomes were contrasted with norms set by the Central Pollution Control Board (CPCB), Indian Standard Institute (ISI), and the World Health Organization (WHO). Various parameters like Total Dissolved Solids (TDS), Ammonia-N, Chloride, Sulfate, Chemical Oxygen Demand (COD), Biological Oxygen Demand (BOD), Electrical Conductivity, Alkalinity, Total Hardness, temperature, E. coli, pH level, Dissolved Oxygen, and Turbidity were measured and analyzed. Study will demonstrate requirement for robust systems to safeguard water resources and protect public health, highlighting the critical need for coordinated global efforts to address the water crisis.	Earth, Space, and Environmental Chemistry	https://doi.org/10.26434/chemrxiv-2025-g8wxz	CC BY 4.0
146	Rotated Fourier transform (RFT) enables the quantification of anisotropic structure in high-moisture plant-protein extrudates	Martijn I. Gobes; Sam A. Kuijpers; Camilla Terenzi; Ruud van der Sman; John P.M. van Duynhoven; Johannes Hohlbein	When producing plant-protein-based meat analogues via high moisture extrusion (HME), the structure of extrudates is determined by complex interactions between ingredient composition and processing conditions. To facilitate consumers in their transition towards a diet higher in plant-based proteins, the food industry aims to closely mimic the structure of meat of animal origin. Currently, insights into the structuring process are gained, for example, by imaging samples using MRI or confocal microscopy. Existing software for analysing these images, however, often lacks the ability to quantitatively analyse structure and anisotropy. Here, we present a new image processing method, named Rotated Fourier Transform (RFT), that enables the quantification of anisotropic structures of extrudates from multimodal images acquired at different length scales. RFT can provide a single measure of structural anisotropy, namely the weighted order parameter (WOP), for either the entire image or subregions thereof. RFT utilises Fourier transforms to obtain the dominant angles representing the structural orientation detected within the image. For each dominant angle, we further calculate an amplitude relative to the background within each sub-image. These amplitudes depend on the signal-to-noise levels of the corresponding angular features, which enables reducing the influence of insignificant features on the WOP. Here, we used RFT to quantify anisotropy in images of soy protein concentrate HME samples. We identified both anisotropic and isotropic regions and further showed that the relative spatial extent of the anisotropic region, perpendicular to the flow direction, increases along the cooling die. While applied in this paper to the specific case of soy HME samples, RFT is a generic method applicable to any image displaying anisotropic features. Thus, RFT is a powerful and robust tool for comprehensive quantification of food structures and beyond.	Biological and Medicinal Chemistry; Chemical Engineering and Industrial Chemistry; Materials Science	https://doi.org/10.26434/chemrxiv-2025-g0rcx	CC BY 4.0
147	SEISMiQ: de novo impurity structure elucidation from tandem mass spectra boosts drug development	Emilio Dorigati; Jonathan Groß; Jonas Kühlborn; Robert Möckel; Frank Maier; Julian Keupp	Liquid chromatography-tandem mass spectrometry (LC-MS/MS) is an essential analytical technique in the pharmaceutical industry, used particularly for elucidating the structure of unknown impurities in the synthesis of active pharmaceutical ingredients. However, the interpretation of mass spectra is challenging and time-consuming, requiring significant expertise. While recent computational tools aimed at automating this process have been developed, their accuracy in determining the chemical structure is limited. In this paper, we introduce a new method for elucidating unknown impurities from their MS/MS spectra. We are able to significantly improve elucidation accuracy by integrating domain experts’ knowledge, specifically the impurity sum formula and known substructure, into the model’s training and inference process. Further performance improvements can be achieved through transfer learning from simulated MS/MS spectra of impurities from an in-house database. Finally, the need for any experimental data collection for finetuning can be circumvented by simulating the entire drug substance synthesis process in silico via reaction templates.	Analytical Chemistry; Chemical Engineering and Industrial Chemistry; Materials Science; Organometallic Chemistry; Physical Chemistry; Biological and Medicinal Chemistry; Theoretical and Computational Chemistry; Catalysis	https://doi.org/10.26434/chemrxiv-2025-6hhn1	CC BY 4.0
148	(Semi-) Automatic Review Process for Common Compound Characterization Data in Organic Synthesis	Yu-Chieh Huang; Pierre Tremouilhac; Stefan Kuhn; Pei-chi Huang; Chia-Lin Lin; Nils Schlößer; Oskar Taubert; Markus Götz; Nicole Jung; Stefan Bräse	A method for data review in chemical sciences with a focus on data for the characterization of synthetic molecules is described. As current procedures for data curation in chemistry rely almost exclusively on manual checking or peer reviewing, a (semi-)automatic procedure for the evaluation of data assigned to molecular structures is proposed and demonstrated. The information usually required for the identification of isolated compounds is used to clarify whether the data is complete with respect to the available data types and metadata, if it is consistent with the proposed structure and if it is plausible in comparison to simulated data. Spectra prediction and automatic signal comparison are applied to NMR evaluation, mass spectrometry data are evaluated by signal extraction, and machine learning is used for IR analysis. The proposed protocol shows how an integration of different tools for data analysis can help to overcome the challenges of the currently purely manual reviewing and curation efforts for data in synthetic chemistry.	Organic Chemistry; Analytical Chemistry; Chemical Education	https://doi.org/10.26434/chemrxiv-2024-1r9tb-v2	CC BY 4.0
149	Singlet to triplet conversion in molecular hydrogen and its role in parahydrogen induced polarization	Danil A. Markelov; Vitaly P. Kozinenko; Stephan Knecht; Alexey S. Kiryutin; Alexandra V. Yukovskaya; Konstantin L. Ivanov	An analysis is reported of singlet-triplet conversion in molecular hydrogen dissolved in solution together with organometallic complexes used in experiments with parahydrogen (the H₂ molecule in its nuclear singlet spin state). We demonstrate that this conversion, which gives rise to formation of orthohydrogen (the H₂ molecule in its nuclear triplet spin state), is a remarkably efficient process that strongly reduces the resulting NMR (nuclear magnetic resonance) signal enhancement, here of ¹⁵N nuclei polarized at high fields using suitable NMR pulse sequences. We make use of a simple improvement of traditional pulse sequences, utilizing a single pulse on the proton channel that gives rise to an additional strong increase of the signal. Furthermore, analysis of the enhancement as a function of the pulse length allows one to estimate the actual population of the spin states of H₂. We are also able to demonstrate that the spin conversion process in H₂ is strongly affected by the concentration of ¹⁵N nuclei. This observation allows us to explain the dependence of the ¹⁵N signal enhancement on the abundance of ¹⁵N isotopes.	Physical Chemistry; Organometallic Chemistry; Catalysis	https://doi.org/10.26434/chemrxiv-2021-c6v73	CC BY 4.0
150	Solvent Reorganization in Stabilized Protein-Polymer Conjugates Visualized by 2D IR and NMR Spectroscopy	Raiza Maia; Xiaobing Chen; Emma Mulry; Matthew T. Eddy; Carlos R. Baiz	PEGylation is essential for effective function of biologics, shielding them from rapid degradation and clearance in the complex environment of the human body. Despite its significance, a mechanistic understanding of PEGylation’s role in enhancing protein stability is incomplete, limiting the ability to design PEGylated proteins with predictable properties. Solvation, a well-known driving force in protein folding and stability, is hypothesized to play a central role in protein stabilization via PEGylation, but molecular mechanisms underlying solvent-driven stabilization are not well understood. Here, we investigated solvent dynamics and the interactions of solvent with the PEGylated carbohydrate recognition domain of human Galectin-3 (Gal3C) in aqueous solutions. Two-dimensional infrared (2D IR) spectroscopy, which captures subpicosecond molecular ensembles, revealed polymer-length dependent differences in protein dynamics and solvent dynamics for PEGylated Gal3C. Slower solvent dynamics correlated with increased conjugate thermal stability. Complementing these data, multi-dimensional NMR spectroscopy provided evidence that Gal3C conjugated to longer PEG forms a non-covalent interaction “shroud”, which correlated with changes in dynamics of the solvent and protein backbone. Molecular dynamics (MD) simulations supported an interpretation of the experimental results that PEGylation did not reduce the protein’s solvent accessible surface area. The integration of these data challenge the idea that PEGylation stabilizes conjugated proteins by dehydrating a protein’s surface. Instead, these data support a mechanism whereby PEGylation improves protein stability by stabilizing the protein’s solvation shell. These insights offer guidance for optimizing polymer length to achieve the desired thermal stability in biologics.	Biological and Medicinal Chemistry; Physical Chemistry; Materials Science	https://doi.org/10.26434/chemrxiv-2025-sk9mk	CC BY 4.0
151	Spontaneous Trisulfide Metathesis in Polar Aprotic Solvents	Harshal D. Patel; Alfrets D. Tikoalu; James N. Smith; Zhipeng Pei; Ryan Shapter; Samuel J. Tonkin; Peiyao Yan; Witold M. Bloch; Martin R. Johnston; Jeffrey R. Harmer; Christopher T. Gibson; Michael V. Perkins; Tom Hasell; Michelle L. Coote; Zhongfan Jia; Justin M. Chalker	Sulfur-sulfur bonds are ubiquitous across broad classes of natural products, peptides and proteins, drug molecules, and synthetic polymers and materials. The ability to make and break these bonds in a controlled manner is critical for their many scientific and technological applications. In this study, we report the discovery of a new and unusual S-S metathesis reaction of linear organic trisulfides. When exposed to certain polar aprotic solvents, trisulfides were found to undergo spontaneous metathesis, with equilibrium established in seconds in some cases. No exogenous reagents, heat, light, or other stimuli were required to provoke this reaction. Understanding the scope and mechanism of this reaction enabled diverse applications of this chemistry in dynamic combinatorial library synthesis, covalent modification of complex natural products, and S-S metathesis polymerization and depolymerization as a platform for chemically recyclable plastics.	Organic Chemistry; Materials Chemistry	https://doi.org/10.26434/chemrxiv-2025-fnhdd	CC BY 4.0
152	Stepwise Spin-State Switching with Symmetry Breaking and ON/OFF Photo-switching in Iron(II) Complex	Sakshi Mehta; Sujit Kamilya; Sounak Ghosh; Debopam Sarkar; Yanling Li; Rodrigue Lescouëzec; Mathieu Rouzières; Jiří Pechoušek; Pradip Kumar Mondal; Irshad Kariyattuparamb Abbas; Bobby Joseph; Subrata Ghosh; Abhishake Mondal	In recent world advancement and the quest for smart multi-functional material, stimuli-responsive molecular bistable systems offer unique opportunities to explore their applicability in molecular switches, data storage, and sensing technologies. Multi-stimuli responsive stepwise Spin Crossover (SCO) systems stand tall in this area. While the effects of external stimuli, particularly thermal variations and photoirradiation on the magneto-structural properties of SCO systems have been extensively studied, the area of pressure-modulated stepwise spin crossover and its associated magneto-structural changes remains lesser explored. Herein, we report a mononuclear iron(II) complex containing tetradeinate macrorcyclic ligand with β-diamine-based bidentate coligand, [Fe(L)(bik*)](BPh4)2 (1) (L = N,N'-di-iso-propyl-2,11-diaza[3,3](2,6)pyridinophane and bik* = bis(1-ethyl-1H-imidazol-2-yl)ketone) undergoing a reversible stepwise thermo-induced spin-state switching with the presence of three spin-states HS, LS, and an ordered HS-LS with the exciting re-entrant symmetry breaking during the spin-state switching process. The influence of external pressure on the structure and magnetic response is thoroughly studied, where the pressure-induced modification in the intermolecular interactions leads to enhanced cooperativity and a hysteretic stepwise spin state switching. The versatility of the systems is further explored where 1 displays a reversible ON/OFF photo-switching between a photo-induced paramagnetic metastable HS and diamagnetic LS states under light irradiations at low temperatures along with light-induced excited spin state trapping (LIESST).	Inorganic Chemistry; Materials Chemistry; Physical Chemistry	https://doi.org/10.26434/chemrxiv-2025-67h0z	CC BY 4.0
155	Substituent effects of fluorinated bambusurils on their anion transport	Matúš Chvojka; Vladimir Šindelář; Hennie Valkenier	Anionophores are molecules that can transport ions across membranes. Several structural design criteria must be met for anionophores to be highly active. Fluorinated anionophores are usually more potent than their non-fluorinated analogues due to their higher lipophilicity and increased affinity for anions. Clear structure-activity relationships have been described for small and relatively simple anionophores. However, such studies are more challenging for large and macrocyclic anionophores, as their preparation is usually more complicated, limiting the number of compounds tested in anion transport studies. Here we present a series of twelve macrocyclic bambusuril anion transporters to investigate how variations in fluorinated substituents affect their transport properties. Measurements of Cl−/HCO3− antiport activities in liposomes revealed links between parameters such as lipophilicity or substituent polarity and transport activity. For some bambusurils, an unusually large effect of the presence of cholesterol in the membrane on transport activity was found. Further studies showed that for very potent anion receptors, such as the bambusurils described here, the binding selectivity towards anions becomes more important than the absolute binding affinity to anions when considering anion exchange across the membrane.	Physical Chemistry; Materials Chemistry	https://doi.org/10.26434/chemrxiv-2025-x1zq1	CC BY 4.0
